datatime,anomaly_class,cluster_mapped_class
2024-11-09 19:22:00,Normal,Environmental Changes
2024-11-09 19:23:00,Normal,Environmental Changes
2024-11-09 19:24:00,Normal,Environmental Changes
2024-11-09 19:25:00,Normal,Environmental Changes
2024-11-09 19:26:00,Normal,Environmental Changes
2024-11-09 19:27:00,Normal,Environmental Changes
2024-11-09 19:28:00,Normal,Environmental Changes
2024-11-09 19:29:00,Normal,Environmental Changes
2024-11-09 19:30:00,Normal,Environmental Changes
2024-11-09 19:31:00,Normal,Environmental Changes
2024-11-09 19:32:00,Normal,Environmental Changes
2024-11-09 19:33:00,Normal,Environmental Changes
2024-11-09 19:34:00,Normal,Environmental Changes
2024-11-09 19:35:00,Normal,Environmental Changes
2024-11-09 19:36:00,Normal,Environmental Changes
2024-11-09 19:37:00,Normal,Environmental Changes
2024-11-09 19:38:00,Normal,Environmental Changes
2024-11-09 19:39:00,Normal,Environmental Changes
2024-11-09 19:40:00,Normal,Environmental Changes
2024-11-09 19:41:00,Normal,Environmental Changes
2024-11-09 19:42:00,Normal,Environmental Changes
2024-11-09 19:43:00,Normal,Environmental Changes
2024-11-09 19:44:00,Normal,Environmental Changes
2024-11-09 19:45:00,Normal,Environmental Changes
2024-11-09 19:46:00,Normal,Environmental Changes
2024-11-09 19:47:00,Normal,Environmental Changes
2024-11-09 19:48:00,Normal,Environmental Changes
2024-11-09 19:49:00,Normal,Environmental Changes
2024-11-09 19:50:00,Normal,Environmental Changes
2024-11-09 19:51:00,Normal,Environmental Changes
2024-11-09 19:52:00,Normal,Environmental Changes
2024-11-09 19:53:00,Normal,Environmental Changes
2024-11-09 19:54:00,Normal,Environmental Changes
2024-11-09 19:55:00,Normal,Environmental Changes
2024-11-09 19:56:00,Normal,Environmental Changes
2024-11-09 19:57:00,Normal,Environmental Changes
2024-11-09 19:58:00,Normal,Environmental Changes
2024-11-09 19:59:00,Normal,Environmental Changes
2024-11-09 20:00:00,Normal,Environmental Changes
2024-11-09 20:01:00,Normal,Environmental Changes
2024-11-09 20:02:00,Normal,Environmental Changes
2024-11-09 20:03:00,Normal,Environmental Changes
2024-11-09 20:04:00,Normal,Environmental Changes
2024-11-09 20:05:00,Normal,Environmental Changes
2024-11-09 20:06:00,Normal,Environmental Changes
2024-11-09 20:07:00,Normal,Environmental Changes
2024-11-09 20:08:00,Normal,Environmental Changes
2024-11-09 20:09:00,Normal,Environmental Changes
2024-11-09 20:10:00,Normal,Environmental Changes
2024-11-09 20:11:00,Normal,Environmental Changes
2024-11-09 20:12:00,Normal,Environmental Changes
2024-11-09 20:13:00,Normal,Environmental Changes
2024-11-09 20:14:00,Normal,Environmental Changes
2024-11-09 20:15:00,Normal,Environmental Changes
2024-11-09 20:16:00,Normal,Environmental Changes
2024-11-09 20:17:00,Normal,Environmental Changes
2024-11-09 20:18:00,Normal,Environmental Changes
2024-11-09 20:19:00,Normal,Environmental Changes
2024-11-09 20:20:00,Normal,Environmental Changes
2024-11-09 20:21:00,Normal,Environmental Changes
2024-11-09 20:22:00,Normal,Environmental Changes
2024-11-09 20:23:00,Normal,Environmental Changes
2024-11-09 20:24:00,Normal,Environmental Changes
2024-11-09 20:25:00,Normal,Environmental Changes
2024-11-09 20:26:00,Normal,Environmental Changes
2024-11-09 20:27:00,Normal,Environmental Changes
2024-11-09 20:28:00,Normal,Environmental Changes
2024-11-09 20:29:00,Normal,Environmental Changes
2024-11-09 20:30:00,Normal,Environmental Changes
2024-11-09 20:31:00,Normal,Environmental Changes
2024-11-09 20:32:00,Normal,Environmental Changes
2024-11-09 20:33:00,Normal,Environmental Changes
2024-11-09 20:34:00,Normal,Environmental Changes
2024-11-09 20:35:00,Normal,Environmental Changes
2024-11-09 20:36:00,Normal,Environmental Changes
2024-11-09 20:37:00,Normal,Environmental Changes
2024-11-09 20:38:00,Normal,Environmental Changes
2024-11-09 20:39:00,Normal,Environmental Changes
2024-11-09 20:40:00,Normal,Environmental Changes
2024-11-09 20:41:00,Normal,Environmental Changes
2024-11-09 20:42:00,Normal,Environmental Changes
2024-11-09 20:43:00,Normal,Environmental Changes
2024-11-09 20:44:00,Normal,Environmental Changes
2024-11-09 20:45:00,Normal,Environmental Changes
2024-11-09 20:46:00,Normal,Environmental Changes
2024-11-09 20:47:00,Normal,Environmental Changes
2024-11-09 20:48:00,Normal,Environmental Changes
2024-11-09 20:49:00,Normal,Environmental Changes
2024-11-09 20:50:00,Normal,Environmental Changes
2024-11-09 20:51:00,Normal,Environmental Changes
2024-11-09 20:52:00,Normal,Environmental Changes
2024-11-09 20:53:00,Normal,Environmental Changes
2024-11-09 20:54:00,Normal,Environmental Changes
2024-11-09 20:55:00,Normal,Environmental Changes
2024-11-09 20:56:00,Normal,Environmental Changes
2024-11-09 20:57:00,Normal,Environmental Changes
2024-11-09 20:58:00,Normal,Environmental Changes
2024-11-09 20:59:00,Normal,Environmental Changes
2024-11-09 21:00:00,Normal,Environmental Changes
2024-11-09 21:01:00,Normal,Environmental Changes
2024-11-09 21:02:00,Normal,Environmental Changes
2024-11-09 21:03:00,Normal,Environmental Changes
2024-11-09 21:04:00,Normal,Environmental Changes
2024-11-09 21:05:00,Normal,Environmental Changes
2024-11-09 21:06:00,Normal,Environmental Changes
2024-11-09 21:07:00,Normal,Environmental Changes
2024-11-09 21:08:00,Normal,Environmental Changes
2024-11-09 21:09:00,Normal,Environmental Changes
2024-11-09 21:10:00,Normal,Environmental Changes
2024-11-09 21:11:00,Normal,Environmental Changes
2024-11-09 21:12:00,Normal,Environmental Changes
2024-11-09 21:13:00,Normal,Environmental Changes
2024-11-09 21:14:00,Normal,Environmental Changes
2024-11-09 21:46:00,Normal,Environmental Changes
2024-11-09 21:47:00,Normal,Environmental Changes
2024-11-09 21:48:00,Normal,Environmental Changes
2024-11-09 21:49:00,Normal,Environmental Changes
2024-11-09 21:50:00,Normal,Environmental Changes
2024-11-09 21:51:00,Normal,Environmental Changes
2024-11-09 21:52:00,Normal,Environmental Changes
2024-11-09 21:53:00,Normal,Environmental Changes
2024-11-09 21:54:00,Normal,Environmental Changes
2024-11-09 21:55:00,Normal,Environmental Changes
2024-11-09 21:56:00,Normal,Environmental Changes
2024-11-09 21:57:00,Normal,Environmental Changes
2024-11-09 21:58:00,Normal,Environmental Changes
2024-11-09 21:59:00,Normal,Environmental Changes
2024-11-09 22:00:00,Normal,Environmental Changes
2024-11-09 22:01:00,Normal,Environmental Changes
2024-11-09 22:02:00,Normal,Environmental Changes
2024-11-09 22:03:00,Normal,Environmental Changes
2024-11-09 22:04:00,Normal,Environmental Changes
2024-11-09 22:05:00,Normal,Environmental Changes
2024-11-09 22:06:00,Normal,Environmental Changes
2024-11-09 22:07:00,Normal,Environmental Changes
2024-11-09 22:08:00,Normal,Environmental Changes
2024-11-09 22:09:00,Normal,Environmental Changes
2024-11-09 22:10:00,Normal,Environmental Changes
2024-11-09 22:11:00,Normal,Environmental Changes
2024-11-09 22:12:00,Normal,Environmental Changes
2024-11-09 22:13:00,Normal,Environmental Changes
2024-11-09 22:14:00,Normal,Environmental Changes
2024-11-09 22:15:00,Normal,Environmental Changes
2024-11-09 22:16:00,Normal,Environmental Changes
2024-11-09 22:17:00,Normal,Environmental Changes
2024-11-09 22:18:00,Normal,Environmental Changes
2024-11-09 22:19:00,Normal,Environmental Changes
2024-11-09 22:20:00,Normal,Environmental Changes
2024-11-09 22:21:00,Normal,Environmental Changes
2024-11-09 22:22:00,Normal,Environmental Changes
2024-11-09 22:23:00,Normal,Environmental Changes
2024-11-09 22:24:00,Normal,Environmental Changes
2024-11-09 22:25:00,Normal,Environmental Changes
2024-11-09 22:26:00,Normal,Environmental Changes
2024-11-09 22:27:00,Normal,Environmental Changes
2024-11-09 22:28:00,Normal,Environmental Changes
2024-11-09 22:29:00,Normal,Environmental Changes
2024-11-09 22:30:00,Normal,Environmental Changes
2024-11-09 22:31:00,Normal,Environmental Changes
2024-11-09 22:32:00,Normal,Environmental Changes
2024-11-09 22:33:00,Normal,Environmental Changes
2024-11-09 22:34:00,Normal,Environmental Changes
2024-11-09 22:35:00,Normal,Environmental Changes
2024-11-09 22:36:00,Normal,Environmental Changes
2024-11-09 22:37:00,Normal,Environmental Changes
2024-11-09 22:38:00,Normal,Environmental Changes
2024-11-09 22:39:00,Normal,Environmental Changes
2024-11-09 22:40:00,Normal,Environmental Changes
2024-11-09 22:41:00,Normal,Environmental Changes
2024-11-09 22:42:00,Normal,Environmental Changes
2024-11-09 22:43:00,Normal,Environmental Changes
2024-11-09 22:44:00,Normal,Environmental Changes
2024-11-09 22:45:00,Normal,Environmental Changes
2024-11-09 22:46:00,Normal,Environmental Changes
2024-11-09 22:47:00,Normal,Environmental Changes
2024-11-09 22:48:00,Normal,Environmental Changes
2024-11-09 22:49:00,Normal,Environmental Changes
2024-11-09 22:50:00,Normal,Environmental Changes
2024-11-09 22:51:00,Normal,Environmental Changes
2024-11-09 22:52:00,Normal,Environmental Changes
2024-11-09 22:53:00,Normal,Environmental Changes
2024-11-09 22:54:00,Normal,Environmental Changes
2024-11-09 22:55:00,Normal,Environmental Changes
2024-11-09 22:56:00,Normal,Environmental Changes
2024-11-09 22:57:00,Normal,Environmental Changes
2024-11-09 22:58:00,Normal,Environmental Changes
2024-11-09 22:59:00,Normal,Environmental Changes
2024-11-09 23:00:00,Normal,Environmental Changes
2024-11-09 23:01:00,Normal,Environmental Changes
2024-11-09 23:02:00,Normal,Environmental Changes
2024-11-09 23:03:00,Normal,Environmental Changes
2024-11-09 23:04:00,Normal,Environmental Changes
2024-11-09 23:05:00,Normal,Environmental Changes
2024-11-09 23:06:00,Normal,Environmental Changes
2024-11-09 23:07:00,Normal,Environmental Changes
2024-11-09 23:08:00,Normal,Environmental Changes
2024-11-09 23:09:00,Normal,Environmental Changes
2024-11-09 23:10:00,Normal,Environmental Changes
2024-11-09 23:11:00,Normal,Environmental Changes
2024-11-09 23:12:00,Normal,Environmental Changes
2024-11-09 23:13:00,Normal,Environmental Changes
2024-11-09 23:14:00,Normal,Environmental Changes
2024-11-09 23:15:00,Normal,Environmental Changes
2024-11-09 23:16:00,Normal,Environmental Changes
2024-11-09 23:17:00,Normal,Environmental Changes
2024-11-09 23:18:00,Normal,Environmental Changes
2024-11-09 23:19:00,Normal,Environmental Changes
2024-11-09 23:20:00,Normal,Environmental Changes
2024-11-09 23:21:00,Normal,Environmental Changes
2024-11-09 23:22:00,Normal,Environmental Changes
2024-11-09 23:23:00,Normal,Environmental Changes
2024-11-09 23:24:00,Normal,Environmental Changes
2024-11-09 23:25:00,Normal,Environmental Changes
2024-11-09 23:26:00,Normal,Environmental Changes
2024-11-09 23:27:00,Normal,Environmental Changes
2024-11-09 23:28:00,Normal,Environmental Changes
2024-11-09 23:29:00,Normal,Environmental Changes
2024-11-09 23:30:00,Normal,Environmental Changes
2024-11-09 23:31:00,Normal,Environmental Changes
2024-11-09 23:32:00,Normal,Environmental Changes
2024-11-09 23:33:00,Normal,Environmental Changes
2024-11-09 23:34:00,Normal,Environmental Changes
2024-11-09 23:35:00,Normal,Environmental Changes
2024-11-09 23:36:00,Normal,Environmental Changes
2024-11-09 23:37:00,Normal,Environmental Changes
2024-11-09 23:38:00,Normal,Environmental Changes
2024-11-09 23:39:00,Normal,Environmental Changes
2024-11-09 23:40:00,Normal,Environmental Changes
2024-11-09 23:41:00,Normal,Environmental Changes
2024-11-09 23:42:00,Normal,Environmental Changes
2024-11-09 23:43:00,Normal,Environmental Changes
2024-11-09 23:44:00,Normal,Environmental Changes
2024-11-09 23:45:00,Normal,Environmental Changes
2024-11-09 23:46:00,Normal,Environmental Changes
2024-11-09 23:47:00,Normal,Environmental Changes
2024-11-09 23:48:00,Normal,Environmental Changes
2024-11-09 23:49:00,Normal,Environmental Changes
2024-11-09 23:50:00,Normal,Environmental Changes
2024-11-09 23:51:00,Normal,Environmental Changes
2024-11-09 23:52:00,Normal,Environmental Changes
2024-11-09 23:53:00,Normal,Environmental Changes
2024-11-09 23:54:00,Normal,Environmental Changes
2024-11-09 23:55:00,Normal,Environmental Changes
2024-11-09 23:56:00,Normal,Environmental Changes
2024-11-09 23:57:00,Normal,Environmental Changes
2024-11-09 23:58:00,Normal,Environmental Changes
2024-11-09 23:59:00,Normal,Environmental Changes
2024-11-10 00:00:00,Normal,Environmental Changes
2024-11-10 00:01:00,Normal,Environmental Changes
2024-11-10 00:02:00,Normal,Environmental Changes
2024-11-10 00:03:00,Normal,Environmental Changes
2024-11-10 00:04:00,Normal,Environmental Changes
2024-11-10 00:05:00,Normal,Environmental Changes
2024-11-10 00:06:00,Normal,Environmental Changes
2024-11-10 00:07:00,Normal,Environmental Changes
2024-11-10 00:08:00,Normal,Environmental Changes
2024-11-10 00:09:00,Normal,Environmental Changes
2024-11-10 00:10:00,Normal,Environmental Changes
2024-11-10 00:11:00,Normal,Environmental Changes
2024-11-10 00:12:00,Normal,Environmental Changes
2024-11-10 00:13:00,Normal,Environmental Changes
2024-11-10 00:14:00,Normal,Environmental Changes
2024-11-10 00:15:00,Normal,Environmental Changes
2024-11-10 00:16:00,Normal,Environmental Changes
2024-11-10 00:17:00,Normal,Environmental Changes
2024-11-10 00:18:00,Normal,Environmental Changes
2024-11-10 00:19:00,Normal,Environmental Changes
2024-11-10 00:20:00,Normal,Environmental Changes
2024-11-10 00:21:00,Normal,Environmental Changes
2024-11-10 00:22:00,Normal,Environmental Changes
2024-11-10 00:23:00,Normal,Environmental Changes
2024-11-10 00:24:00,Normal,Environmental Changes
2024-11-10 00:25:00,Normal,Environmental Changes
2024-11-10 00:26:00,Normal,Environmental Changes
2024-11-10 00:27:00,Normal,Environmental Changes
2024-11-10 00:28:00,Normal,Environmental Changes
2024-11-10 00:29:00,Normal,Environmental Changes
2024-11-10 00:30:00,Normal,Environmental Changes
2024-11-10 00:31:00,Normal,Environmental Changes
2024-11-10 00:32:00,Normal,Environmental Changes
2024-11-10 00:33:00,Normal,Environmental Changes
2024-11-10 00:34:00,Normal,Environmental Changes
2024-11-10 00:35:00,Normal,Environmental Changes
2024-11-10 00:36:00,Normal,Environmental Changes
2024-11-10 00:37:00,Normal,Environmental Changes
2024-11-10 00:38:00,Normal,Environmental Changes
2024-11-10 00:39:00,Normal,Environmental Changes
2024-11-10 00:40:00,Normal,Environmental Changes
2024-11-10 00:41:00,Normal,Environmental Changes
2024-11-10 00:42:00,Normal,Environmental Changes
2024-11-10 00:43:00,Normal,Environmental Changes
2024-11-10 00:44:00,Normal,Environmental Changes
2024-11-10 00:45:00,Normal,Environmental Changes
2024-11-10 00:46:00,Normal,Environmental Changes
2024-11-10 00:47:00,Normal,Environmental Changes
2024-11-10 00:48:00,Normal,Environmental Changes
2024-11-10 08:28:00,Normal,Environmental Changes
2024-11-10 08:29:00,Normal,Environmental Changes
2024-11-10 08:30:00,Normal,Environmental Changes
2024-11-10 08:31:00,Normal,Environmental Changes
2024-11-10 08:32:00,Normal,Environmental Changes
2024-11-10 08:33:00,Normal,Environmental Changes
2024-11-10 08:34:00,Normal,Environmental Changes
2024-11-10 08:35:00,Normal,Environmental Changes
2024-11-10 08:36:00,Normal,Environmental Changes
2024-11-10 08:37:00,Normal,Environmental Changes
2024-11-10 08:38:00,Normal,Environmental Changes
2024-11-10 08:39:00,Normal,Environmental Changes
2024-11-10 08:40:00,Normal,Environmental Changes
2024-11-10 08:41:00,Normal,Environmental Changes
2024-11-10 08:42:00,Normal,Environmental Changes
2024-11-10 08:43:00,Normal,Environmental Changes
2024-11-10 08:44:00,Normal,Environmental Changes
2024-11-10 08:45:00,Normal,Environmental Changes
2024-11-10 08:46:00,Normal,Environmental Changes
2024-11-10 08:47:00,Normal,Environmental Changes
2024-11-10 08:48:00,Normal,Environmental Changes
2024-11-10 08:49:00,Normal,Environmental Changes
2024-11-10 08:50:00,Normal,Environmental Changes
2024-11-10 08:51:00,Normal,Environmental Changes
2024-11-10 08:52:00,Normal,Environmental Changes
2024-11-10 08:53:00,Normal,Environmental Changes
2024-11-10 08:54:00,Normal,Environmental Changes
2024-11-10 08:55:00,Normal,Environmental Changes
2024-11-10 08:56:00,Normal,Environmental Changes
2024-11-10 08:57:00,Normal,Environmental Changes
2024-11-10 08:58:00,Normal,Environmental Changes
2024-11-10 08:59:00,Normal,Environmental Changes
2024-11-10 09:00:00,Normal,Environmental Changes
2024-11-10 09:01:00,Normal,Environmental Changes
2024-11-10 09:02:00,Normal,Environmental Changes
2024-11-10 09:03:00,Normal,Environmental Changes
2024-11-10 09:04:00,Normal,Environmental Changes
2024-11-10 09:05:00,Normal,Environmental Changes
2024-11-10 09:06:00,Normal,Environmental Changes
2024-11-10 09:07:00,Normal,Environmental Changes
2024-11-10 09:08:00,Normal,Environmental Changes
2024-11-10 09:09:00,Normal,Environmental Changes
2024-11-10 09:10:00,Normal,Environmental Changes
2024-11-10 09:11:00,Normal,Environmental Changes
2024-11-10 09:12:00,Normal,Environmental Changes
2024-11-10 09:13:00,Normal,Environmental Changes
2024-11-10 09:14:00,Normal,Environmental Changes
2024-11-10 09:15:00,Normal,Environmental Changes
2024-11-10 09:16:00,Normal,Environmental Changes
2024-11-10 09:17:00,Normal,Environmental Changes
2024-11-10 09:18:00,Normal,Environmental Changes
2024-11-10 09:19:00,Normal,Environmental Changes
2024-11-10 09:20:00,Normal,Environmental Changes
2024-11-10 09:21:00,Normal,Environmental Changes
2024-11-10 09:22:00,Normal,Environmental Changes
2024-11-10 09:23:00,Normal,Environmental Changes
2024-11-10 09:24:00,Normal,Environmental Changes
2024-11-10 09:25:00,Normal,Environmental Changes
2024-11-10 09:26:00,Normal,Environmental Changes
2024-11-10 09:36:00,Normal,Environmental Changes
2024-11-10 09:37:00,Normal,Environmental Changes
2024-11-10 09:38:00,Normal,Environmental Changes
2024-11-10 09:39:00,Normal,Environmental Changes
2024-11-10 09:40:00,Normal,Environmental Changes
